"","structure.c.0.372449129331879..0.453788588799746..0.552891837052389.."
"hazard_ratio_1vs6",0.372449129331879
"hazard_ratio_2vs6",0.453788588799746
"hazard_ratio_3vs6",0.552891837052389
"hazard_ratio_4vs6",0.6736383219501
"hazard_ratio_5vs6",0.82075472703488
