"","5%","95%"
"HR_CI1vs6_lower",1.81014686171629,2.52357564704843
"HR_CI2vs6_lower",1.60729021372205,2.09707056535144
"HR_CI3vs6_lower",1.42729476793025,1.74264839286818
"HR_CI4vs6_lower",1.26756845173015,1.44812651190241
"HR_CI5vs6_lower",1.12581500740431,1.2033812705857
