"","5%","95%"
"HR_CI1vs6_lower",1.42613551938749,2.28424104965151
"HR_CI2vs6_lower",1.32795677937128,1.93387331644064
"HR_CI3vs6_lower",1.23674659829916,1.63826507143164
"HR_CI4vs6_lower",1.15199304581791,1.38874653339884
"HR_CI5vs6_lower",1.07322318604219,1.17803250792708
