"","5%","95%"
"HR_CI1vs6_lower",1.06683485851953,3.95896173202598
"HR_CI2vs6_lower",1.05309876931928,3.00324212628642
"HR_CI3vs6_lower",1.03954994392599,2.27943442296646
"HR_CI4vs6_lower",1.02618565614478,1.73101624030358
"HR_CI5vs6_lower",1.01300322219293,1.31529197923408
