"","5%","95%"
"HR_CI1vs6_lower",1.51578175584331,2.21015244464442
"HR_CI2vs6_lower",1.39460444546314,1.88597061746287
"HR_CI3vs6_lower",1.28320163059883,1.60934457937215
"HR_CI4vs6_lower",1.18077706217303,1.37329738029508
"HR_CI5vs6_lower",1.08660004918412,1.1718757744927
