"","continious_age","wealth_noIRA","sex_1_2","assessed_BMI","hypertension_new_bin","checklist_depression_bin"
"1 knot(s)",0.0137826917940035,-1.73910506595797e-07,-0.1632179883375,0.0374454148461018,0.741720665802399,NA
"1 knot(s)",0.00419956044429174,1.2864910424481e-07,0.0731460031497372,0.00488257463659651,0.0937172104891073,0
