"","continious_age","wealth_noIRA","sex_1_2","alcohol_days_week_new","vigarious_physical_activity_new","smokes_now_bin"
"1 knot(s)",0.0319291933000116,1.40856032936563e-07,-0.075112738945729,-0.11196537295167,-0.180009823906771,NA
"1 knot(s)",0.0129457279501096,5.02319938204711e-07,0.159629938365319,0.040877723417881,0.0700146077052708,0
