"","continious_age","wealth_noIRA","sex_1_2","alcohol_days_week_new","vigarious_physical_activity_new","smokes_now_bin"
"1 knot(s)",0.000121459713376649,-7.46823643551647e-07,NA,-0.140677132255746,-0.0886075700796884,NA
"1 knot(s)",0.0111868534847374,3.65768195255507e-07,0,0.0463422655284189,0.0742595676243108,0
