"","continious_age","wealth_noIRA","sex_1_2","assessed_BMI","hypertension_new_bin","checklist_depression_bin"
"1 knot(s)",0.0154861433505753,-4.74680314878459e-07,NA,0.0580636189702424,NA,NA
"1 knot(s)",0.00302389363118007,8.57844895147988e-08,0,0.00348894281560508,0,0
