"","continious_age","wealth_noIRA","sex_1_2","assessed_BMI","hypertension_new_bin","checklist_depression_bin"
"1 knot(s)",0.00920796180163074,2.13276544903733e-08,NA,0.078329844798665,NA,NA
"1 knot(s)",0.00226073593730298,3.0308810053233e-08,0,0.00264656663769327,0,0
