"","continious_age","wealth_noIRA","sex_1_2","assessed_BMI","hypertension_new_bin"
"1 knot(s)",0.0111527072296602,-1.4578586115449e-07,-0.153020655786918,0.0292947147730206,0.710808295970184
"1 knot(s)",0.00420510137940717,1.26058385773942e-07,0.0729037876352643,0.00499375581366893,0.0922556336089894
