"","mat_t1_value","mat_t2_value","mat_t3_value","loglik_value","info_criterion_value","est_value_D1","est_value_D2","est_value_D3","est_value_D4","est_value_D5"
"D1",-0.057718351887732,-0.126331130025105,0.109269694341903,-2169.76453038446,4362.91481586915,19.2829611701544,-1.84846621267188,0.405603520848783,NA,NA
