"","mat_t1_value","mat_t2_value","mat_t3_value","info_criterion_value","est_value_D1","est_value_D2","est_value_D3","est_value_D4","est_value_D5"
"D1",0.102990780486675,-0.0116890605960652,-0.0502213988615348,449.628889047763,-22.5021638685296,2.67212960909317,-0.401771190892278,-0.200885595445988,-0.200885595445845
