"","mat_t1_value","mat_t2_value","mat_t3_value","loglik_value","info_criterion_value","est_value_D1","est_value_D2","est_value_D3","est_value_D4","est_value_D5"
"D1",0.0854999279215373,0.0437882202446847,-0.0163732754626737,-23340.124027075,46712.1967931429,-2.99200095034067,0.431504589806487,-0.0708544961943544,NA,NA
