"","mat_t1_value","mat_t2_value","mat_t3_value","loglik_value","info_criterion_value","est_value_D1","est_value_D2","est_value_D3","est_value_D4","est_value_D5"
"D1",0.00173249618353122,0.174087226678374,-0.150071681415068,-216.681727883132,449.392788507195,-102.175781800296,10.4930608793843,-1.20057345132054,-0.600286725660338,-0.600286725660555
