"","structure.c.3.73756548610619..2.87125026680356..2.20573475575628.."
"hazard_ratio_1vs6",3.73756548610619
"hazard_ratio_2vs6",2.87125026680356
"hazard_ratio_3vs6",2.20573475575628
"hazard_ratio_4vs6",1.69447639901049
"hazard_ratio_5vs6",1.30172055334872
