"","5%","95%"
"HR_CI1vs6_lower",2.09815244431791,3.43628914191639
"HR_CI2vs6_lower",1.80897190773175,2.68455080951399
"HR_CI3vs6_lower",1.55971658364695,2.09726651154824
"HR_CI4vs6_lower",1.34486428830985,1.63845939217608
"HR_CI5vs6_lower",1.15965807905241,1.28002310266907
