"","5%","95%"
"HR_CI1vs6_lower",1.40609661267727,1.61631181171218
"HR_CI2vs6_lower",1.9771081600132,2.61308890214775
"HR_CI3vs6_lower",2.7800064253114,4.22556350345964
"HR_CI4vs6_lower",3.90896044223468,6.83461441718014
"HR_CI5vs6_lower",5.49638133400621,11.0570656418662
