"","5%","95%"
"HR_CI1vs6_lower",0.703890180216591,1.18593252644788
"HR_CI2vs6_lower",0.754146630544873,1.14601206980685
"HR_CI3vs6_lower",0.808517758968014,1.10750939036403
"HR_CI4vs6_lower",0.867356075283312,1.07037273667284
"HR_CI5vs6_lower",0.931044693723794,1.03455227138139
