"","structure.c.1.25184952302239..1.19685545226262..1.14427728514231.."
"hazard_ratio_1vs6",1.25184952302239
"hazard_ratio_2vs6",1.19685545226262
"hazard_ratio_3vs6",1.14427728514231
"hazard_ratio_4vs6",1.09400889039469
"hazard_ratio_5vs6",1.04594879912675
