"","5%","95%"
"HR_CI1vs6_lower",0.758138735913451,2.55169006996119
"HR_CI2vs6_lower",0.793711672583522,2.11427167300188
"HR_CI3vs6_lower",0.83518156111187,1.75242603864516
"HR_CI4vs6_lower",0.883023018034932,1.45301252064041
"HR_CI5vs6_lower",0.937765793215779,1.20518724399657
