"","5%","95%"
"HR_CI1vs6_lower",3.15380025164502,6.51647648292207
"HR_CI2vs6_lower",2.50306534943229,4.47466483709091
"HR_CI3vs6_lower",1.98800594385268,3.07414406164584
"HR_CI4vs6_lower",1.5800134456322,2.11306444219728
"HR_CI5vs6_lower",1.25658407498747,1.45323216612132
