"","5%","95%"
"HR_CI1vs6_lower",1.85109177374172,3.61874187539103
"HR_CI2vs6_lower",1.63452265456757,2.79459824283589
"HR_CI3vs6_lower",1.44423722955962,2.15940030141757
"HR_CI4vs6_lower",1.27691463341618,1.66959141727292
"HR_CI5vs6_lower",1.1296710598739,1.2917008916583
