"","5%","95%"
"HR_CI1vs6_lower",0.712792166065786,2.01375835509494
"HR_CI2vs6_lower",0.762714676487245,1.7405323739168
"HR_CI3vs6_lower",0.816141426772032,1.50825491540493
"HR_CI4vs6_lower",0.873318897731297,1.31076501792466
"HR_CI5vs6_lower",0.934510939953452,1.14282880941585
