"","mat_t1_value","mat_t2_value","mat_t3_value","loglik_value","info_criterion_value","est_value_D1","est_value_D2","est_value_D3","est_value_D4","est_value_D5"
"D1",-0.0605820125686377,-0.0184135509178456,0.0387912829312052,-19574.1914280093,39179.6517471607,21.4584178071847,-2.39327445516164,0.310330263449642,0.155165131782195,0.155165131756547
