"","5%","95%"
"HR_CI1vs6_lower",0.88018683874287,2.34094821542989
"HR_CI2vs6_lower",0.902890697171554,1.97475159303042
"HR_CI3vs6_lower",0.926205938999474,1.66584130892265
"HR_CI4vs6_lower",0.950150279828151,1.40525541709774
"HR_CI5vs6_lower",0.974742006886844,1.18543403752175
