"","structure.c.1.45887814085898..2.12832542987616..3.10496744628063.."
"hazard_ratio_1",1.45887814085898
"hazard_ratio_2",2.12832542987616
"hazard_ratio_3",3.10496744628063
"hazard_ratio_4",4.52976913545755
"hazard_ratio_5",6.60838117485672
