"","mat_t1_value","mat_t2_value","mat_t3_value","loglik_value","info_criterion_value","est_value_D1","est_value_D2","est_value_D3","est_value_D4","est_value_D5"
"D1",-0.0432714730826393,0.0169199033125345,0.0100647787841375,-21759.1077147783,43549.8695136257,2.0422606067867,-0.360588772161286,0.0805182302731,0.0402591150887932,0.0402591151021779
