"","5%","95%"
"HR_CI1vs6_lower",1.13288286045996,1.22279795117147
"HR_CI2vs6_lower",1.2845942057276,1.49523536388543
"HR_CI3vs6_lower",1.45800721084659,1.828372046054
"HR_CI4vs6_lower",1.65646726305798,2.23573198733709
"HR_CI5vs6_lower",1.88387472926192,2.73385239725831
