"","structure.c.0.51723102915531..0.590129950348249..0.673303299043677.."
"hazard_ratio_1vs6",0.51723102915531
"hazard_ratio_2vs6",0.590129950348249
"hazard_ratio_3vs6",0.673303299043677
"hazard_ratio_4vs6",0.768199160601109
"hazard_ratio_5vs6",0.876469714594354
