"","5%","95%"
"HR_CI1vs6_lower",1.06668909188366,2.10612991687417
"HR_CI2vs6_lower",1.05205159919959,1.81321559221205
"HR_CI3vs6_lower",1.0380979616417,1.56162731756142
"HR_CI4vs6_lower",1.02479327707708,1.34547199415681
"HR_CI5vs6_lower",1.01210442998644,1.15970344083772
