"","5%","95%"
"HR_CI1vs6_lower",0.643645039810381,2.11937308365208
"HR_CI2vs6_lower",0.702935942628634,1.82366342535983
"HR_CI3vs6_lower",0.767689791837385,1.56925236775658
"HR_CI4vs6_lower",0.838410052212316,1.35036606950257
"HR_CI5vs6_lower",0.915646599524353,1.16203886624786
