"","structure.c.0.15132299023621..0.220761802665025..0.322064568244629.."
"hazard_ratio_1vs6",0.15132299023621
"hazard_ratio_2vs6",0.220761802665025
"hazard_ratio_3vs6",0.322064568244629
"hazard_ratio_4vs6",0.469852958557275
"hazard_ratio_5vs6",0.685458210657131
