"","5%","95%"
"HR_CI1vs6_lower",2.15241495936148,3.91954250157685
"HR_CI2vs6_lower",1.8448947760501,2.9796006886168
"HR_CI3vs6_lower",1.58200122471024,2.26614459020468
"HR_CI4vs6_lower",1.35714621166589,1.72437705373692
"HR_CI5vs6_lower",1.16473210034217,1.31280503022008
