"","5%","95%"
"HR_CI1vs6_lower",1.48989060335955,3.38275841624912
"HR_CI2vs6_lower",1.37551175036295,2.64076548397832
"HR_CI3vs6_lower",1.27000133218376,2.06518253209506
"HR_CI4vs6_lower",1.1726641499641,1.6181880609725
"HR_CI5vs6_lower",1.08286015115242,1.270623464503
