"","hazard ratio","5% CI","95% CI","hazard ratio","5% CI","95% CI","hazard ratio","5% CI","95% CI","hazard ratio","5% CI","95% CI","hazard ratio","5% CI","95% CI","hazard ratio","5% CI","95% CI","hazard ratio","5% CI","95% CI","hazard ratio","5% CI","95% CI","hazard ratio","5% CI","95% CI","hazard ratio","5% CI","95% CI","hazard ratio","5% CI","95% CI","hazard ratio","5% CI","95% CI","hazard ratio","5% CI","95% CI","hazard ratio","5% CI","95% CI","hazard ratio","5% CI","95% CI","hazard ratio","5% CI","95% CI","hazard ratio","5% CI","95% CI"
"HR_CI1vs0_lower",0.893751355779088,0.727540016489403,1.06641887594076,0.83420748902772,0.676086697769264,1.06362970400131,NA,NA,NA,0.801946884123651,0.558757623266236,1.0287176886987,NA,NA,NA,1.31162107736657,0.324802824030383,2.73647760557705,1.05238220528489,0.138743654154712,2.95902221059105,10.8410597723634,2.33588413706711e-07,47.8848663385826,0.682768789086013,0.17672596599159,1.74067592647764,0.756193441586933,0.180172027171829,1.98414685340299,NA,NA,NA,NA,NA,NA,0.836020447805633,0.666217312452922,1.0576738982001,1.05048213583568,0.122674890658802,2.98895467289086,0.804916119255002,0.580087022691262,1.0696094257673,0.751120413043342,0.129434921687839,2.1200071241833,NA,NA,NA
