"","mat_t1_value","mat_t2_value","mat_t3_value","loglik_value","info_criterion_value","est_value_D1","est_value_D2","est_value_D3","est_value_D4","est_value_D5"
"D1",-0.102750198304773,-0.0676047701291274,-0.0602812418560017,-46599.8432312442,93233.9427695976,-3.11431142030058,0.166274322661116,-0.168099391102251,61.9263909081532,59.5828708026699
