"","mat_t1_value","mat_t2_value","mat_t3_value","loglik_value","info_criterion_value","est_value_D1","est_value_D2","est_value_D3","est_value_D4","est_value_D5"
"D1",-0.290665377652971,-0.197894640738962,0.230462486155245,-1116.11532294501,2252.93524482031,31.2463503513516,-3.47249357799593,0.827673458100373,NA,NA
