"","mat_t1_value","mat_t2_value","mat_t3_value","loglik_value","info_criterion_value","est_value_D1","est_value_D2","est_value_D3","est_value_D4","est_value_D5"
"D1",0.0234789096944058,-0.134355724390312,-0.168967413850861,-216.283615745333,448.596564231597,-70.9163450610675,7.84990648296445,-1.35173931080688,-0.675869655403717,-0.675869655403661
