"","mat_t1_value","mat_t2_value","mat_t3_value","loglik_value","info_criterion_value","est_value_D1","est_value_D2","est_value_D3","est_value_D4","est_value_D5"
"D1",-0.269366281741229,-0.118488035936974,-0.0426867728814418,-14874.5854668836,29779.0151958246,-13.3629860995102,0.968602850117053,-0.341494183051535,-0.170747091465631,-0.170747091469564
