"","mat_t1_value","mat_t2_value","mat_t3_value","loglik_value","info_criterion_value","est_value_D1","est_value_D2","est_value_D3","est_value_D4","est_value_D5"
"D1",-0.0636834201219172,0.00465042426268567,-0.0126465886873406,-13363.1244741993,26756.2266692587,-3.13952870575525,0.151955932644874,-0.0429012704438152,NA,NA
