"","mat_t1_value","mat_t2_value","mat_t3_value","info_criterion_value","est_value_D1","est_value_D2","est_value_D3","est_value_D4","est_value_D5"
"D1",0.108456562018295,0.199366471275614,0.838010483034043,34286.5886875216,418.756118322033,-44.536189394599,6.70408386427234,3.35204193351779,3.35204193348512
