"","mat_t1_value","mat_t2_value","mat_t3_value","loglik_value","info_criterion_value","est_value_D1","est_value_D2","est_value_D3","est_value_D4","est_value_D5"
"D1",-0.0370062294104922,-0.0429615265099722,0.000876403577231146,-23345.4653230932,46722.8793851793,2.56319168538167,-0.27558530770532,0.0202592250518195,NA,NA
