"","mat_t1_value","mat_t2_value","mat_t3_value","loglik_value","info_criterion_value","est_value_D1","est_value_D2","est_value_D3","est_value_D4","est_value_D5"
"D1",-0.0792195818005539,-0.162578672829484,0.0493508805920686,-17129.4209552457,34289.3520880533,45.6163798028908,-4.71459338710965,0.394807044736549,0.197403523489478,0.197403523354019
