"","mat_t1_value","mat_t2_value","mat_t3_value","info_criterion_value","est_value_D1","est_value_D2","est_value_D3","est_value_D4","est_value_D5"
"D1",0.60010370552557,0.0794853124588452,0.149990275959905,221.953245073173,83.1052933948759,-7.44563170424853,1.19992220767924,0.599961103839701,0.599961103839658
