"","mat_t1_value","mat_t2_value","mat_t3_value","loglik_value","info_criterion_value","est_value_D1","est_value_D2","est_value_D3","est_value_D4","est_value_D5"
"D1",-0.203846231129428,-0.0910210359296539,-0.112163205813952,-12247.1044601536,24523.5121503176,-8.82183421427281,0.525511238627095,-0.326872139425121,NA,NA
