"","mat_t1_value","mat_t2_value","mat_t3_value","loglik_value","info_criterion_value","est_value_D1","est_value_D2","est_value_D3","est_value_D4","est_value_D5"
"D1",-0.19692758819092,-0.0632107612222917,-0.0289082200493035,-215.447515638624,446.924364018178,-11.6459818212718,0.860331188093494,-0.231265760394428,-0.115632880197209,-0.115632880197338
