"","mat_t1_value","mat_t2_value","mat_t3_value","loglik_value","info_criterion_value","est_value_D1","est_value_D2","est_value_D3","est_value_D4","est_value_D5"
"D1",-0.0389517283181698,0.022531530238608,-0.0121525281052604,-10028.9897846005,20087.0103999096,-10.3255383107098,0.950919936757878,-0.0972202248420832,-0.0486101124590888,-0.0486101124484901
