"","mat_t1_value","mat_t2_value","mat_t3_value","info_criterion_value","est_value_D1","est_value_D2","est_value_D3","est_value_D4","est_value_D5"
"D1",0.338005624006381,0.108535344587505,0.173939095891893,24512.0548146572,16.7606320896406,-1.0177012234042,0.520125982113908,NA,NA
