"","mat_t1_value","mat_t2_value","mat_t3_value","loglik_value","info_criterion_value","est_value_D1","est_value_D2","est_value_D3","est_value_D4","est_value_D5"
"D1",-0.255954813325663,-0.113712868763555,-0.136594855326389,-14884.830950178,29799.5061624135,-63.2549004553599,6.28475747311511,-1.09275884261111,-0.546379421338868,-0.54637942131813
