"","mat_t1_value","mat_t2_value","mat_t3_value","info_criterion_value","est_value_D1","est_value_D2","est_value_D3","est_value_D4","est_value_D5"
"D1",0.0773287558947527,0.0484045401874373,0.0329889458027742,20079.7708039744,12.8846542205971,-1.26652648270611,0.263911566422193,0.131955783217786,0.131955783211446
