"","hazard ratio","5% CI","95% CI","hazard ratio","5% CI","95% CI","hazard ratio","5% CI","95% CI","hazard ratio","5% CI","95% CI","hazard ratio","5% CI","95% CI","hazard ratio","5% CI","95% CI","hazard ratio","5% CI","95% CI","hazard ratio","5% CI","95% CI","hazard ratio","5% CI","95% CI","hazard ratio","5% CI","95% CI","hazard ratio","5% CI","95% CI","hazard ratio","5% CI","95% CI","hazard ratio","5% CI","95% CI","hazard ratio","5% CI","95% CI","hazard ratio","5% CI","95% CI","hazard ratio","5% CI","95% CI","hazard ratio","5% CI","95% CI"
"HR_CI1vs0_lower",1.7053711806752,1.4936785212497,1.99433922840014,1.67090480410113,1.41158719899608,1.92813655472942,NA,NA,NA,1.88551729037444,1.53588854460121,2.42201451183583,NA,NA,NA,1.70034953816727,0.731111698209534,4.87147752518824,2.02924251500533,0.714457891468692,5.96299110487024,0.67441301354255,0.145000835323259,2.80513447193117,2.26424153916133,1.27723478406828,4.47262998043026,2.9602826800044,1.63945961600785,6.72090509846383,NA,NA,NA,NA,NA,NA,1.6070600678748,1.36874940106388,1.90080142507134,1.89465099322871,0.838500055564954,6.78228068484508,1.80306810303324,1.44522927959711,2.29722958432965,2.95963962910757,1.53578969707866,7.74874045084429,NA,NA,NA
