"","X","subset","HR","p.value.level","X95..CI","Model","X","subset","HR","p.value.level","X95..CI","Model","X","subset","HR","p.value.level","X95..CI","Model","X","subset","HR","p.value.level","X95..CI","Model","X","subset","HR","p.value.level","X95..CI","Model","X","subset","HR","p.value.level","X95..CI","Model","X","subset","HR","p.value.level","X95..CI","Model","X","subset","HR","p.value.level","X95..CI","Model","X","subset","HR","p.value.level","X95..CI","Model","X","subset","HR","p.value.level","X95..CI","Model","X","subset","HR","p.value.level","X95..CI","Model","X","subset","HR","p.value.level","X95..CI","Model"
"1",1,"race, national origin",1.21,"***","[0.99;1.46]",1,2,"race, national origin",1.24,"***","[0.99;1.61]",2,3,"race, national origin",NA,NA,"[NA;NA]",3,4,"race, national origin",1.21,"***","[0.86;1.73]",4,7,"race, national origin",2.61,NA,"[1.06;7.72]",7,9,"race, national origin",1.37,"*","[0.68;3.34]",9,12,"race, national origin",NA,NA,"[NA;NA]",12,13,"race, national origin",1.19,"***","[0.89;1.52]",13,14,"race, national origin",2.5,NA,"[0.95;7.63]",14,15,"race, national origin",1.15,"***","[0.78;1.61]",15,16,"race, national origin",1.55,NA,"[0.66;7.51]",16,17,"race, national origin",NA,NA,"[NA;NA]",17
