"","X","subset","HR","p.value.level","X95..CI","Model","X","subset","HR","p.value.level","X95..CI","Model","X","subset","HR","p.value.level","X95..CI","Model","X","subset","HR","p.value.level","X95..CI","Model","X","subset","HR","p.value.level","X95..CI","Model","X","subset","HR","p.value.level","X95..CI","Model","X","subset","HR","p.value.level","X95..CI","Model","X","subset","HR","p.value.level","X95..CI","Model","X","subset","HR","p.value.level","X95..CI","Model","X","subset","HR","p.value.level","X95..CI","Model","X","subset","HR","p.value.level","X95..CI","Model","X","subset","HR","p.value.level","X95..CI","Model"
"1",1,"race, national origin",1.17,"***","[0.95;1.49]",1,2,"race, national origin",1.21,"***","[0.91;1.61]",2,3,"race, national origin",NA,NA,"[NA;NA]",3,4,"race, national origin",1.13,"***","[0.77;1.72]",4,7,"race, national origin",2.01,NA,"[0.64;5.78]",7,9,"race, national origin",1.13,NA,"[0.53;2.93]",9,12,"race, national origin",NA,NA,"[NA;NA]",12,13,"race, national origin",1.16,"***","[0.89;1.42]",13,14,"race, national origin",1.94,NA,"[0.68;5.23]",14,15,"race, national origin",1.07,"***","[0.78;1.58]",15,16,"race, national origin",1.38,NA,"[0.41;4.71]",16,17,"race, national origin",NA,NA,"[NA;NA]",17
